"protocolo";"data_manifestacao";"municipio_denunciante";"municipio_fato";"localFato";"manifestacao";"status_atual";"desc_status";"sigla";"nome";"tipo_manifestacao";"assunto";"sub_assunto"
"2020.0324.082712-17";"2020-03-24 08:27:12";;"APARECIDA DE GOIANIA";"BRK - R CARIJOS QUADRA30 LOTE 001E JARDIM ELDORADO, APARECIDA DE GOIANIA";"INDUSTRIA DE COSMÉTICOS FUNCIONANDO COM AGLOMERAÇÃO DE FUNCIONÁRIOS E FABRICANDO ALCOOL EM GEL SEM AUTORIZAÇÃO ";"4";"Finalizado pela ouvidoria.";"SSP";"Sec. Estado da Segurança Pública (Policias Civil e Militar, Bombeiros, DGAP, PROCON)";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0324.082844-89";"2020-03-24 08:28:44";;"VILA PROPICIO";"Construagro ";"Loja de matérias de construção aberto e estando aglomeração ";"4";"Finalizado pela ouvidoria.";"SSP";"Sec. Estado da Segurança Pública (Policias Civil e Militar, Bombeiros, DGAP, PROCON)";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0324.083112-44";"2020-03-24 08:31:12";;"GOIANIA";"UNICOON - PROTEÇÃO VEICULAR";"Empresa está em funcionamento com todo o quadro de pessoal.Umas das colaboradoras, que trabalha na limpeza, tem 54 anos de idade, é portadora de diabetes e mora em Trindade, utilizando do transporte público. Pega 6 conduções por dia para realizar o trajeto casa/trabalho, sendo 3 para ir e 3 para voltar. Fui informado que não houve redução do quadro de colaboradores, mesmo a empresa NÃO prestar serviço essencial para a sociedade.";"4";"Finalizado pela ouvidoria.";"SSP";"Sec. Estado da Segurança Pública (Policias Civil e Militar, Bombeiros, DGAP, PROCON)";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0324.083345-43";"2020-03-24 08:33:45";;"APARECIDA DE GOIANIA";"Rodovia Transbrasiliana, Transportadora Dalastra";"A empresa não está disponibilizando máscaras para proteção individual, apenas álcool em gel. Possuí um ambiente fechado, com muitas pessoas trabalhando perto (uma do lado da outra, cerca de 35 pessoas). Todos os dias diversas pessoas entram na empresa, vão nas nossas mesas para debater assuntos do trabalho, sendo que várias delas são do estado de São Paulo, onde já tem um número altíssimo de casos, e isso nos deixa bastante preocupados e aflitos. Não propôs sistema de escala, revezamento ou home office, afim de diminuir o contato com os outros, nos deixando mais vulneráveis ainda. A empresa é capaz de fazer isso, mas não o faz. Gostaria de uma ajuda de vcs, para que eles tomem providências para diminuir e muito esse risco, até porque, caso alguém daqui pegue o COVID-19, todos pegarão, e isso será inevitável.";"4";"Finalizado pela ouvidoria.";"SSP";"Sec. Estado da Segurança Pública (Policias Civil e Militar, Bombeiros, DGAP, PROCON)";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0324.083811-30";"2020-03-24 08:38:11";;"GOIANIA";"R. 1129, 751 - St. Marista, Goiânia - GO, 74175-140";"Moro próximo a clínica de reprodução humana, e estão funcionando  normalmente, se trata de procedimento eletivo e não  tem nenhum tipo de urgência em seus atendimentos. Por se tratar de procedimentos com valores altos muitos pacientes tem alto poder aquisitivo e estão vindo de viagens do exterior, podendo propagar ainda mais o vírus, minha mãe é do grupo de risco e estou com medo da circulação frequente por aqui.";"21";"Sob análise do orgão responsável.";"SSP";"Sec. Estado da Segurança Pública (Policias Civil e Militar, Bombeiros, DGAP, PROCON)";"Comunicação";"COVID-19 - Corona Vírus";"Estabelecimento aberto"
"2020.0324.083838-87";"2020-03-24 08:38:38";;"APARECIDA DE GOIANIA";"Retiro do bosque";"Loja material de construção permanesse aberta no retiro do bosque, a loja contém esse nome, retiro do bosque.";"4";"Finalizado pela ouvidoria.";"SSP";"Sec. Estado da Segurança Pública (Policias Civil e Militar, Bombeiros, DGAP, PROCON)";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0324.084055-13";"2020-03-24 08:40:55";"GOIANIA";"GOIANIA";"BR 153";"A empresa de Call Center BTCC (Oi) está funcionando normalmente sem redução de funcionários e sem medidas protetivas. Salas superlotadas sem janelas somente com ar condicionado. Funcionários desdesperados com a pandemia de Coronavírus e a empresa não tomou nenhuma atitude sendo que o mais correto seria fechar conforme o decreto. ";"1";;"SSP";"Sec. Estado da Segurança Pública (Policias Civil e Militar, Bombeiros, DGAP, PROCON)";"Solicitação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0324.084056-64";"2020-03-24 08:40:56";"APARECIDA DE GOIANIA";"APARECIDA DE GOIANIA";"BRK - R CARIJOS QUADRA30 LOTE 001E JARDIM ELDORADO, APARECIDA DE GOIANIA";"INDUSTRIA DE COSMÉTICOS FUNCIONANDO COM AGLOMERAÇÃO DE FUNCIONÁRIOS ";"1";;"SSP";"Sec. Estado da Segurança Pública (Policias Civil e Militar, Bombeiros, DGAP, PROCON)";"Solicitação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0324.084202-87";"2020-03-24 08:42:02";;"FORMOSA";"Coopertinga. Rua Anhanguera, 215, centro.";"Escritório em funcionamento normal com quase 20 funcionários. Trancaram o portão, mas quem quiser atendimento é só bater a campainha que o atendimento é normal. Funcionários com sintomas de gripe, filha de um funcionário que mora em Brasília em quarentena e o funcionário trabalhando normalmente.";"4";"Finalizado pela ouvidoria.";"SSP";"Sec. Estado da Segurança Pública (Policias Civil e Militar, Bombeiros, DGAP, PROCON)";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0324.084312-36";"2020-03-24 08:43:12";;"APARECIDA DE GOIANIA";"META LIMPEZA";"BOM DIA PESSOAL! QUERO RECLAMAR DA META LIMPEZA QUE NÃO LIBERA FUNCIONÁRIOS NO QUADRO DE RISCO. POR FAVOR FAZER ANALISE. ";"4";"Finalizado pela ouvidoria.";"SSP";"Sec. Estado da Segurança Pública (Policias Civil e Militar, Bombeiros, DGAP, PROCON)";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0324.084428-98";"2020-03-24 08:44:28";;"GOIANIA";"Rua S-1 n.51 Ed. Colibri Setor Bela Vista";"JS ConceptNa Rua s1 (avenida 85), tem um oficina de carros de luxo aberto, la dentro esta lotado de funcionários trabalhando, mas eles fecham a porta de ferro.Tem vários carros na porta inclusive. Bem próximo ao campo do Goias. Ontem fiquei ouvindo o dia inteiro maquinas funcionando, e hoje passando na porta vi lotado de gente la dentro. Ele também tem um acesso pela rua S-2.";"4";"Finalizado pela ouvidoria.";"SSP";"Sec. Estado da Segurança Pública (Policias Civil e Militar, Bombeiros, DGAP, PROCON)";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0324.084457-20";"2020-03-24 08:44:57";;"GOIANIA";"Rua 104 n 626 setor sul";"Tem escritório de contabilidade que está funcionando normalmente mesmo sabendo que não e pra abrir as portas . Não e justo com os outros escritórios que tiveram que fechar suas portas ( Ramos Assessoria e Contabilidade)";"4";"Finalizado pela ouvidoria.";"SSP";"Sec. Estado da Segurança Pública (Policias Civil e Militar, Bombeiros, DGAP, PROCON)";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0324.084551-61";"2020-03-24 08:45:51";;"APARECIDA DE GOIANIA";"BRK - R CARIJOS QUADRA30 LOTE 001E JARDIM ELDORADO, APARECIDA DE GOIANIA";"INDUSTRIA DE COSMÉTICOS FUNCIONANDO COM AGLOMERAÇÃO DE FUNCIONÁRIOSLOCAL: BRK - R CARIJOS QUADRA 30 LOTE 001E JARDIM ELDORADO, APARECIDA DE GOIANIARECEBI INFORMAÇÕES QUE ESTÁ FABRICANDO ALCOOL EM GEL SEM AUTORIZAÇÃO";"1";;"SSP";"Sec. Estado da Segurança Pública (Policias Civil e Militar, Bombeiros, DGAP, PROCON)";"Solicitação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0324.084807-39";"2020-03-24 08:48:07";;"LUZIANIA";"Avenida Alfredo Nasser ";"Estabelecimentos comerciais não estão cumprindo a ORDEM DE FECHAR, colocando assim a saúde de funcionários em risco.";"4";"Finalizado pela ouvidoria.";"SSP";"Sec. Estado da Segurança Pública (Policias Civil e Militar, Bombeiros, DGAP, PROCON)";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0324.084824-29";"2020-03-24 08:48:24";;"FORMOSA";"Escritório da Coopertinga. Rua Anhanguera número 215, centro. ";"Escritório com quase 20 funcionários (aglomeração) Funcionários gripados Filha de um funcionário em quarentena e o funcionário trabalhando normalmente. Portão aparentemente trancado, mas o atendimento é normal para quem quiser é só acionar a campainha. ";"4";"Finalizado pela ouvidoria.";"SSP";"Sec. Estado da Segurança Pública (Policias Civil e Militar, Bombeiros, DGAP, PROCON)";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0324.084954-99";"2020-03-24 08:49:54";"GOIANIA";"GOIANIA";"R. C-161, 244 - Jardim America, Goiânia - GO, 74255-120";"Empresa de T.I que atua como suporte técnico em software, estão trabalhando normal, o local é uma casa fechada onde trabalha mais de 10 pessoa, que ficam em uma sala juntas, pessoas que vem de vários locais da cidade, comprometendo a segurança dos funcionários e vizinhos. Sendo que os serviços prestados por eles poderiam ser resolvido por HOME OFFICE, assim não colocando a vida de ninguém em risco. ";"1";;"SSP";"Sec. Estado da Segurança Pública (Policias Civil e Militar, Bombeiros, DGAP, PROCON)";"Solicitação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0324.085020-60";"2020-03-24 08:50:20";;"GOIAS";"Vila redenção";"Shopping das ferragens, localizada na vila redenção, permanece aberta normalmente. Avenida Gonzaga jaime ";"4";"Finalizado pela ouvidoria.";"SSP";"Sec. Estado da Segurança Pública (Policias Civil e Militar, Bombeiros, DGAP, PROCON)";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0324.085148-2";"2020-03-24 08:51:48";;"APARECIDA DE GOIANIA";"Rua 18 Qd 18 Lt 1/4 Galpão 2 (empresa Odorata)Polo empresarial ";"Estamos trabalhando na empresa Odorata normalmente, a empresa não vende álcool gel , em seu catálogo não tem esse produto para venda, estão fabricando como forma de burlar a fiscalização, a empresa fabrica produtos de cosméticas ,na recepção tem uma exposição de maquiagens perfumes e cremes, temos um caso de funcionário confirmado positivo para o e-covid 19 , e estamos precisando de alguém que olhe por nós, e nos ajuda, tem dois escritório aqui um principal que fica em médio 42 pessoas juntas em uma sala, e não foi feito nada para evitar a proliferação do vírus, tem um outro departamento no qual a empresa esconde quando vem fiscalização aqui que é onde fica o cadastro/financeiro/cobrança/ti lá tem em média 20 funcionários, tem o departamento de transporte que fica várias pessoas em uma sala pequena, e nenhuma medida foi criada para proteger os funcionários , temos 1 caso confirmado aqui na empresa e 2 suspeito , a a empresa não reduz a quantidade de gente e nem fecha, no pátio tem uma empresa de medicamente é uma transportadora , isso está passando a cega quando a GCM vem, o nome é Odorata é a empresa mais próxima da portaria! ";"4";"Finalizado pela ouvidoria.";"SSP";"Sec. Estado da Segurança Pública (Policias Civil e Militar, Bombeiros, DGAP, PROCON)";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0324.085203-72";"2020-03-24 08:52:03";"GOIANIA";"GOIANIA";"Bairro São Francisco";"A empresa metalúrgica São Francisco situada na rua Havai com rua Osvaldo Cruz no bairro São Francisco está com funcionando normal com aglomeração de funcionários. Poderia verificar essa situação o mais rápido possível. Obrigado!";"1";;"SSP";"Sec. Estado da Segurança Pública (Policias Civil e Militar, Bombeiros, DGAP, PROCON)";"Solicitação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0324.085321-5";"2020-03-24 08:53:21";;"GOIANIA";"Rua C-268, 931-975 - St. Nova Suica, Goiânia - GO, 74280-300";"A empresa UNICON PROTEÇÃO VEICULAR, sediada na Rua C-268, 931-975 - St. Nova Suica, Goiânia - GO, 74280-300, está expondo os seus colaboradores a situações de risco, posto que uma das colaboradoras tem 65 anos de idade, diabética e está apresentando sintomas de COVID-19, no entanto, a empresa insiste em funcionar normalmente desrespeitando a legislação local.";"4";"Finalizado pela ouvidoria.";"SSP";"Sec. Estado da Segurança Pública (Policias Civil e Militar, Bombeiros, DGAP, PROCON)";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0324.085355-0";"2020-03-24 08:53:55";"APARECIDA DE GOIANIA";"APARECIDA DE GOIANIA";"Vila Brasilia ";"Bom dia,Me chamo Letícia, e quero pedir a vocês uma ajuda. Minha mãe trabalha na limpeza em um prédio chamo B&B bussis no vila brasília. A mesma esta tendo que trabalhar de ônibus, ela tem problema de pressão e tem 57 anos e esta se recuperando de uma gripe , onde já foi no medico e teve atestado de dois dias, mais já teve que retornar. Eu acho que ela teria que esta em quarentena , já que se encontra no grupo de risco e detalhe, no preio esta parado, a recepção esta fechada, o movimento e bem pouco de alguns funcionários no prédio que é comercial que estão revezando ainda por pouco tempo. Não vejo necessidade de 4 pessoas trabalhando frequentemente em um prédio que não tem nem pessoas pra se ter o que limpar, todos os 4 vai e volta de ônibus, correndo risco todos os dias. Conto com a ajuda de vocês pra ajudar a negociar a liberação total ou parcial.   A empresa que ela trabalha e Meta Limpeza. Não é só elas , a empresa tem vários funcionários espalhados na limpeza que esta no grupo de risco e a empresa não tem nem um senso de se comunicar através deles, fingi que não acontece nada no mundo. ";"1";;"SSP";"Sec. Estado da Segurança Pública (Policias Civil e Militar, Bombeiros, DGAP, PROCON)";"Solicitação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0324.085424-26";"2020-03-24 08:54:24";;"APARECIDA DE GOIANIA";"Centauro gráfica";"Funcionários trabalhando normalmente durante a pandemia do corona vírus em local fechado, ar condicionado e pouca ventilação";"55";"Finalizado pela ouvidoria do Órgão.";"SES";"Secretaria de Estado da Saúde ";"Comunicação";"COVID-19 - Corona Vírus";"Estabelecimento aberto"
"2020.0324.085441-34";"2020-03-24 08:54:41";;"GOIANIA";"Rua redenção ";"Eles não estão liberando seus funcionários para a quarentena, somente aqueles que estão com suspeita de COVID depois que já tiveram contato com os outros.";"55";"Finalizado pela ouvidoria do Órgão.";"SES";"Secretaria de Estado da Saúde ";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0324.085607-34";"2020-03-24 08:56:07";;"APARECIDA DE GOIANIA";"Vila Rosa";"Bom dia, quero fazer uma denunciaApesar do decreto proibindo as empresas que não apresentar serviços essências  a não abrirem,  Aparecida de Goiânia infelizmente nem todos estão cumprindo, a empresa PLACK do ramo de materiais pra construção está com as portas abertas, atendo o público.  Endereço: R. José Pereira Filho, 01 - Qd. 28, Lt. 24 - Vila Rosa, Aparecida de Goiânia - GO, 74935-855";"1";;"SSP";"Sec. Estado da Segurança Pública (Policias Civil e Militar, Bombeiros, DGAP, PROCON)";"Solicitação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0324.085745-1";"2020-03-24 08:57:45";;"APARECIDA DE GOIANIA";"Jardim Boa esperança  e colonial sul";"A empresa Costa Brava projeto e construção continua com sua atividade normal mesmo com decreto de paralisação do serviço, com argrumeracao de pessoas, não estão fornecendo material básico de proteção máscara álcool em gel, por favor interceda por nois por que se contagia um vai contagia todos.";"4";"Finalizado pela ouvidoria.";"SSP";"Sec. Estado da Segurança Pública (Policias Civil e Militar, Bombeiros, DGAP, PROCON)";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
"2020.0324.085931-63";"2020-03-24 08:59:31";;"GOIANIA";"Bairro Ipiranga ";"Distribuidora de Auto Peças vespor, está aberto e toda a concorrência foi fechada. Tem funcionários gripado trabalhando ";"4";"Finalizado pela ouvidoria.";"SSP";"Sec. Estado da Segurança Pública (Policias Civil e Militar, Bombeiros, DGAP, PROCON)";"Comunicação";"Saúde";"Corona Vírus - Denúncia, solicitação ou informação"
